Revenue_USD,Cost_of_Goods_Sold_USD,Gross_Profit_USD,Operating_Expenses_USD,Operating_Income_USD,Net_Income_USD,EBITDA_USD,Depreciation_Amortization_USD,Interest_Expense_USD,Income_Tax_Expense_USD,Cash_and_Cash_Equivalents_USD,Accounts_Receivable_USD,Inventory_USD,Total_Current_Assets_USD,Property_Plant_Equipment_USD,Total_Assets_USD,Accounts_Payable_USD,Short_Term_Debt_USD,Total_Current_Liabilities_USD,Long_Term_Debt_USD,Total_Liabilities_USD,Common_Stock_USD,Retained_Earnings_USD,Total_Equity_USD,Ore_Processed_Tonnes,Metal_Produced_Tonnes,Metal_Sold_Tonnes,Average_Grade_Percent,Recovery_Rate_Percent,Average_Sale_Price_per_Tonne_USD,Average_Cost_per_Tonne_USD,Break_Even_Price_USD,Current_Ratio,Debt_to_Equity_Ratio,Return_on_Assets_Percent,Return_on_Equity_Percent,Budgeted_Revenue_USD,Budgeted_Expenses_USD,Forecasted_Production_Tonnes,Forecasted_Metal_Price_USD,Total_Employees,Average_Salary_USD,Total_Payroll_USD,Active_Projects,Capital_Expenditure_USD,Exploration_Expenditure_USD,Royalties_Paid_USD,Environmental_Tax_USD,Cash_Flow_Operations_USD,Cash_Flow_Investing_USD,Cash_Flow_Financing_USD,Free_Cash_Flow_USD,Compliance_Score,Audit_Findings,Fines_Penalties_USD,Transport_Costs_USD,Export_Costs_USD,Exchange_Rate_USD_to_Local,Hedging_Gain_Loss_USD,Major_Buyer_Count,Market_Share_Percent,Sales_Growth_Percent,Insurance_Premiums_USD,Claims_Paid_USD,Other_Income_USD,Other_Expenses_USD,CO2_Emissions_Tonnes,Water_Usage_CubicMeters,Training_Hours,Safety_Incidents,Turnover_Rate_Percent,Custom_Field_1,Custom_Field_2,Custom_Field_3,Custom_Field_4,Custom_Field_5,Custom_Field_6,Custom_Field_7,Custom_Field_8,Custom_Field_9,Custom_Field_10,Custom_Field_11,Custom_Field_12,Custom_Field_13,Custom_Field_14,Custom_Field_15,Custom_Field_16,Custom_Field_17,Custom_Field_18,Custom_Field_19,Custom_Field_20,Custom_Field_21,Custom_Field_22,Custom_Field_23,Custom_Field_24
173941782.2102108,263252363.86684,<function <lambda> at 0x7eed9a40f270>,26680057.3358935,<function <lambda> at 0x7eed9a40f1d0>,<function <lambda> at 0x7eed3efab3f0>,89813063.87148687,13930775.259800658,1191424.6976534843,10016454.088769594,37329921.13158584,19174893.95485953,22207837.878414534,<function <lambda> at 0x7eed3efab490>,124517603.72403347,<function <lambda> at 0x7eed3efab530>,13447989.911787005,10136719.682520699,<function <lambda> at 0x7eed3efab5d0>,95769960.5159294,<function <lambda> at 0x7eed3efab670>,67928923.07624365,35856575.78951836,<function <lambda> at 0x7eed3efab710>,352567.5684873506,6333.699924722442,28988.942581260966,0.8080270365470755,67.65807836423988,4877.287249136716,3084.9591756389455,1374.118775459343,1.0391015866243227,1.5386253852846064,7.651517109045695,6.88465238618471,329072159.6600373,236994748.49590608,568081.5207754982,1510.0887775765307,1055,42316.22411749022,<function <lambda> at 0x7eed3efab7b0>,1,50209494.295564614,48306439.24045378,5466656.129505757,3478864.277527854,41536926.55294156,-43819168.19812471,-23811194.34729834,<function <lambda> at 0x7eed3efab850>,0.8524388856418731,0,426591.9010543934,2940757.8645326425,7993436.385271557,16.207083086856805,792861.8139778911,11,5.1900156322326465,16.8216381561166,1628341.8128852432,1095671.5727484152,495972.65056439297,1843103.2624914434,53702.42506750825,139601.50794026448,8718.289081861614,8,23.46292368948648,565.1732562239374,82.35299033675814,593.6068260491675,914.6651074237494,23.502422818324042,200.85121605111632,716.0919178315135,774.3985370172555,40.43883121266134,74.11917438595805,15.647317942065975,8.774755061917826,40.13938816541018,276.66994217908194,692.44035251813,654.3933648305748,348.8620967702731,68.93270212408909,876.223293131641,560.7431960154171,745.7513299842769,903.0130391680924,598.7233410567304,733.2782958676515
487833851.1058234,123612223.01739642,<function <lambda> at 0x7eed9a40f270>,82171753.27419494,<function <lambda> at 0x7eed9a40f1d0>,<function <lambda> at 0x7eed3efab3f0>,40430434.570490845,6006147.160826412,8872315.054157794,12354984.782690292,29886990.560337093,5723207.610495242,14289949.363261523,<function <lambda> at 0x7eed3efab490>,237490192.45859694,<function <lambda> at 0x7eed3efab530>,12815718.544700686,9053715.381961748,<function <lambda> at 0x7eed3efab5d0>,70888272.40051638,<function <lambda> at 0x7eed3efab670>,82831553.68539381,32319976.32240799,<function <lambda> at 0x7eed3efab710>,313001.6265663927,16369.108563816526,23236.222352051176,2.3795014811764763,95.50845547263077,2511.3568549087468,2028.0374146052536,982.3582911708248,2.9587666702608093,0.8951118113569565,6.404713099125701,9.345919756073219,387006286.4370563,123628651.54816058,356758.933370885,2869.7153688277544,1409,51537.20737050992,<function <lambda> at 0x7eed3efab7b0>,1,10638687.924539845,45059930.17495502,5900151.989342517,2591846.5136597184,68282084.66429853,-76572036.8394002,26581242.578744166,<function <lambda> at 0x7eed3efab850>,0.5484009367419117,7,889119.3557274428,1754237.431855547,6236571.864117356,17.331579935647643,495088.76260341145,14,7.865441239822852,18.090282601946836,1460485.4623149438,1186989.6522460876,4544437.201932339,329210.8225432733,27499.009217174822,83448.20471079748,1527.3179893912188,9,4.953784920718526,447.89134484446316,550.2955231831296,267.3447121588534,575.1125669393615,375.497241321621,186.00843185599524,109.43040483597932,262.4563029848903,892.79335642066,34.74214592232694,64.37488351503961,1.7248221098407068,546.5942634972446,655.948710838392,630.1855690545725,487.50227862027987,829.9180309869587,864.4769036178283,883.7774582085866,258.04389403671547,253.46914124289387,83.5822220003557,443.93364970311256,566.6560776020624
410053129.3444458,146274432.1504813,<function <lambda> at 0x7eed9a40f270>,64672339.9788644,<function <lambda> at 0x7eed9a40f1d0>,<function <lambda> at 0x7eed3efab3f0>,94452785.01822573,16249407.055987667,5760434.206244908,8259790.569663151,34713889.60804856,11062567.118906572,25950832.65730958,<function <lambda> at 0x7eed3efab490>,245408886.1390141,<function <lambda> at 0x7eed3efab530>,37288804.58309777,19496260.78799611,<function <lambda> at 0x7eed3efab5d0>,86870717.08647951,<function <lambda> at 0x7eed3efab670>,62019945.644675344,48982381.8535334,<function <lambda> at 0x7eed3efab710>,146157.85687156694,21869.65755418526,13946.642575435679,1.0236131832402315,86.18533084243273,1248.147054515126,2566.423194596236,3239.380968080501,1.639556298040097,2.1103487947207533,14.533885960258448,8.581276566290361,363083101.5223335,386716088.08244985,575139.6118057035,1826.318638278493,714,15381.207312665485,<function <lambda> at 0x7eed3efab7b0>,3,83745840.78698435,17165686.5723013,2515964.9601872372,3337649.1378884455,52248546.63649891,-26373548.734283313,17704372.870869845,<function <lambda> at 0x7eed3efab850>,0.19731397057605993,3,845225.5581607398,5346049.929387388,8183515.402023923,14.599591262326458,-1243930.8690140112,16,13.40408242562798,14.221128193774682,1580834.7496966633,1720725.7620770584,1075112.846780923,3110834.620868039,91248.09176946714,54083.96664187084,2939.3378450701716,5,2.011610007110421,309.2688787921897,271.26858648317676,645.916526405514,738.1918973244991,110.74850783050904,254.75879519984534,270.46910561650884,328.5921630280548,998.3031557339583,468.7335268214602,99.66115273124865,97.66631812612292,88.27819296840944,119.84066154120387,803.7549475691907,366.303145262339,892.6561953354804,285.4477871998655,108.49834507043843,72.95986391295483,875.6993729425654,822.6249276785601,596.9602868455279,271.5989235803977
475799576.6256756,262784167.87921423,<function <lambda> at 0x7eed9a40f270>,53937760.739758104,<function <lambda> at 0x7eed9a40f1d0>,<function <lambda> at 0x7eed3efab3f0>,100420934.1625055,8148583.8964337865,9451609.286616066,3525006.456511128,44756199.37914873,10262251.398216859,26950139.91999559,<function <lambda> at 0x7eed3efab490>,149732362.04898274,<function <lambda> at 0x7eed3efab530>,30076007.888142355,13365632.39375066,<function <lambda> at 0x7eed3efab5d0>,86981325.59871766,<function <lambda> at 0x7eed3efab670>,59579647.28674129,36112025.36405644,<function <lambda> at 0x7eed3efab710>,342255.1557293646,21938.290347092116,24688.826306851173,3.257581259914297,91.28438208184114,2357.2210692382696,3430.8800293088457,2416.6174317912946,2.505515985577923,0.8715539093974156,10.760327560064905,8.20314281735512,194117515.7441956,351021862.0056883,367844.4852280149,2414.917364566699,693,20103.14144948464,<function <lambda> at 0x7eed3efab7b0>,6,42384241.057290986,42024210.93645494,7844181.4564846,2523195.077034818,97353772.44853643,-48211456.57579675,-19124984.666906886,<function <lambda> at 0x7eed3efab850>,0.3172552164497,4,525431.9983096423,5626726.260573459,9836497.919467874,18.830106159407766,-122260.55138382455,14,7.320726855953902,9.067804460245618,2948154.664021606,1631263.4914891813,1022968.071458879,2926101.6469547763,37458.016197319404,286058.03292642115,9987.042236365618,2,11.89732774262918,502.39852784353565,614.9341779171474,985.9719439503438,490.11923612678197,352.4754415956994,304.93463769766083,46.63590046159038,107.90571722297615,181.48712485869868,398.65928751841204,418.99368531023106,101.55660342917882,995.8564291781623,879.2726411829093,452.00828798708113,645.4418331834964,186.83440629458303,615.0511655285649,428.35028381315067,730.7623018532994,459.82243090917893,151.96252587821513,290.8797322442194,145.5395313226463
457930940.17105955,129230501.28906941,<function <lambda> at 0x7eed9a40f270>,92508350.80757888,<function <lambda> at 0x7eed9a40f1d0>,<function <lambda> at 0x7eed3efab3f0>,119452736.90211959,18470814.341610707,8189049.121962989,3627415.2986331554,32824389.86555319,12202728.149430383,26623315.451186117,<function <lambda> at 0x7eed3efab490>,383709444.1000847,<function <lambda> at 0x7eed3efab530>,34878603.97950266,10209155.585457614,<function <lambda> at 0x7eed3efab5d0>,55235502.01874724,<function <lambda> at 0x7eed3efab670>,95911954.33377185,37247699.89383501,<function <lambda> at 0x7eed3efab710>,146881.56227209338,14328.06546055959,8267.709082812005,4.7231697119636955,81.13524631994045,3023.726617278234,3334.162920945206,3686.9332678594988,1.5537003821844901,0.6699325797789328,2.1651229269130123,11.167165047199806,246893176.8996064,355050575.5784511,297095.24729995395,1265.0919319404675,995,72281.77440459575,<function <lambda> at 0x7eed3efab7b0>,5,58668906.81704886,28324576.536792055,9864361.975973425,1348845.1089083366,53583150.40561871,-39839098.95423224,12720477.67188976,<function <lambda> at 0x7eed3efab850>,0.28192955175156076,5,691505.5458135945,8462636.019549258,14817890.438218571,16.21933175388875,881291.6659142398,12,6.036752254698908,-0.8883713922643395,721582.4368739519,351201.8933585694,907539.8081074776,1404416.3653379988,5509.4654405698975,65743.60661551938,4897.684923281134,3,20.229037605847093,338.67960445703096,977.1877391324183,49.05357258779386,28.85791333612453,173.53691963888352,360.06549355072826,432.34773833813153,935.0766159804688,120.38296477461974,136.88031969182768,814.796172659976,704.8969089547961,897.2965885332947,779.2031367651078,519.0917303397282,947.522980551238,619.6641516197087,979.1121697448023,464.72195619874947,299.08021165541135,210.18510362154373,38.1316140914727,715.4509636491239,606.1243888829777
339159991.5244341,92373186.67152312,<function <lambda> at 0x7eed9a40f270>,28895798.58449211,<function <lambda> at 0x7eed9a40f1d0>,<function <lambda> at 0x7eed3efab3f0>,81799145.54756153,8077094.607230107,9981406.994800037,10912348.733976629,11215482.387873475,6752854.935276771,28216383.740070198,<function <lambda> at 0x7eed3efab490>,354992611.4441986,<function <lambda> at 0x7eed3efab530>,36369367.00846802,13707014.01490544,<function <lambda> at 0x7eed3efab5d0>,126756762.85179183,<function <lambda> at 0x7eed3efab670>,55090184.147476844,59405363.80847342,<function <lambda> at 0x7eed3efab710>,234882.63022630083,28542.299666450763,4761.592157724003,3.4779997961223734,89.62163465411442,1647.692026528855,3545.8388240349805,2103.55027959808,2.1808715297493793,1.3724920527143147,13.081434726382259,15.560471788874853,165399651.004305,204235337.0287617,524101.56427644775,2641.18752627873,1956,20062.1342909339,<function <lambda> at 0x7eed3efab7b0>,2,70957061.77020934,25781291.67029084,9511972.453076148,2785538.372015214,109354557.57558566,-30105564.44537285,-6902476.641746569,<function <lambda> at 0x7eed3efab850>,0.5308590342884758,7,883349.701022104,4994052.213541022,14190939.271136915,17.891204954200056,117742.96216510609,17,15.378383802466058,19.488347648606634,2805577.1745968247,1456437.7097589052,69908.56485682372,4551108.50705156,30722.48404259725,78000.18321518907,7326.690971901791,3,19.520034551457897,757.0118677473603,111.31432147755017,886.5306707051677,64.19548599781433,373.30499012288743,420.53769006887654,827.4457359796132,291.00336340028156,143.57746344859524,687.6014289207337,888.1779103783826,204.91603251599977,21.08066042853696,190.74826370580277,810.4019408589833,41.26974737462186,917.3619850652766,595.5026005728078,977.6153675237532,452.3741770233006,865.4158817884437,719.4894502594087,805.9293661594655,489.17996154703627
468749694.0092467,189200315.61458755,<function <lambda> at 0x7eed9a40f270>,59410008.34326873,<function <lambda> at 0x7eed9a40f1d0>,<function <lambda> at 0x7eed3efab3f0>,45309636.33546765,7860315.809954999,4156406.3390653916,7593976.633693015,47237947.820279114,23739156.460621256,13549302.443813954,<function <lambda> at 0x7eed3efab490>,300706701.1987325,<function <lambda> at 0x7eed3efab530>,27153170.561449666,7087950.520185432,<function <lambda> at 0x7eed3efab5d0>,91650443.1903879,<function <lambda> at 0x7eed3efab670>,75297895.38674659,78112239.90199354,<function <lambda> at 0x7eed3efab710>,157136.78592573275,9183.925805919525,9111.209311606826,0.8456137174148969,60.61561509889975,3632.408872225968,802.6989061718407,1372.1472009262236,1.2224353864280808,1.8166148790121237,7.727839171707753,8.261793983258539,166748524.83043718,321579200.52336705,346491.35522904457,3179.5569161623575,1143,60942.233753682835,<function <lambda> at 0x7eed3efab7b0>,9,73236661.87941241,19149534.76151324,2773954.3494128697,2878628.9064684906,110263819.02659516,-70981362.65096188,-5862319.315420877,<function <lambda> at 0x7eed3efab850>,0.05168567991113182,7,495717.0100782755,6137677.229898814,13207988.457810583,18.352337609970995,-418043.6952657192,14,3.1343085461205726,-1.7759149842418491,1700591.7836775668,927328.6449138675,3859027.342391173,1520550.0367141843,53579.8328318714,157014.93549179335,2643.967439713123,0,23.068735093907982,543.8936964926411,212.12539872193992,562.2825027675228,537.9230312678858,417.52280610753036,98.86633845601467,24.6636882980108,520.6224651714518,661.0270582343671,992.9034908992644,244.81074006090074,894.7141047556129,858.6495789026309,694.0199458245654,427.70117081923854,918.8528558831043,463.73173593132077,724.7094874643776,677.9980152425845,127.66663498230535,417.81880610625365,280.2653001744283,259.91647385772364,95.97569669611295
135397000.8207678,284038693.5401952,<function <lambda> at 0x7eed9a40f270>,20908291.581393525,<function <lambda> at 0x7eed9a40f1d0>,<function <lambda> at 0x7eed3efab3f0>,64053108.69584694,5548245.017721423,7904694.600380142,4606821.447104378,37581070.04126245,16076044.814247526,24610922.432418123,<function <lambda> at 0x7eed3efab490>,238688668.30018216,<function <lambda> at 0x7eed3efab530>,25523390.552651238,11660656.238033043,<function <lambda> at 0x7eed3efab5d0>,132217988.68164232,<function <lambda> at 0x7eed3efab670>,61042639.148150444,56218232.033562504,<function <lambda> at 0x7eed3efab710>,376829.45880974754,17508.986155389015,12510.288902856491,2.095997922432873,91.09845614162234,4990.997556040802,2952.9718803351325,3643.903454397557,1.1212462424533176,1.3754336498670827,1.9625546899148245,10.500183195544722,363430468.68835413,117479131.27862746,335951.2552822615,3430.4973341775126,1824,74802.48066708841,<function <lambda> at 0x7eed3efab7b0>,4,96038205.29434651,31143586.39842166,8878269.159106847,4147717.3171707247,47679718.37005073,-77684506.28371197,16997405.54633198,<function <lambda> at 0x7eed3efab850>,0.15853615849992353,6,313250.74048882193,5743638.446621125,13558696.964163158,15.257965532670202,-710646.1676762255,10,2.3960262093021933,-3.9202923402870677,2059355.6137488529,659832.9158187509,4375172.656226292,2248627.052960531,41413.96043623497,148009.97474538727,6488.81861486984,2,13.796815944856966,876.847774154112,473.09453809937474,252.09865956229993,718.7890348200257,300.5911227809184,42.36193195278204,675.323526807166,391.33283646619265,661.4408384507748,395.64682119671244,574.369724239014,928.6063295770196,919.4296005584076,602.6329212856349,701.599349899597,609.0816550210135,103.54357195278396,445.3196182237519,407.24641726207057,802.5483033945796,750.3124383797198,714.4961527843495,300.62055985564206,395.6174657932684
178393144.96765807,224007449.16874325,<function <lambda> at 0x7eed9a40f270>,57492851.3595301,<function <lambda> at 0x7eed9a40f1d0>,<function <lambda> at 0x7eed3efab3f0>,73569875.56783621,12081004.176649988,4617378.2224831795,8390729.10763868,37060535.43108986,11110486.21316047,18131868.94003108,<function <lambda> at 0x7eed3efab490>,223529662.47535256,<function <lambda> at 0x7eed3efab530>,22912822.309629705,14393514.821315957,<function <lambda> at 0x7eed3efab5d0>,135034800.11198956,<function <lambda> at 0x7eed3efab670>,51946498.16628337,24618768.023897976,<function <lambda> at 0x7eed3efab710>,182500.84553446103,22272.09941377057,16764.518936488996,2.9779852074838318,61.52527664524393,2806.957903925775,1075.9570808539938,2666.2927475762435,2.863741107049889,1.0535082639026172,8.696041572286354,10.863761402617435,429096038.51369935,72844270.85528749,345156.24470491416,3588.5652424633563,903,32594.43427961252,<function <lambda> at 0x7eed3efab7b0>,4,57820595.79129482,37845010.2966619,7340442.727705163,3809843.1760711153,85246135.05069518,-27267131.24522887,27767088.478843927,<function <lambda> at 0x7eed3efab850>,0.8126930433757824,3,753666.1379095813,1343825.0538165194,8082039.382796559,19.3080499097201,441575.4665762144,14,9.933887084465713,3.2646234135974836,2575457.4165442344,195035.75971415406,3070813.5130809946,2718812.2795932787,28110.40939082666,306077.3600627497,7534.954615324767,2,3.4015521175967995,543.5439146494421,968.6138153459295,954.8897100092579,215.3305275287315,656.6219494731291,673.9444490730234,932.4958745137396,959.9281205835015,847.9241622784109,624.5586359173944,768.3649926926005,975.8933378958988,353.54822256345506,184.5350507366441,434.60236871799185,807.3143007690524,457.81365008462495,60.365843515057364,26.057885985593,565.5318769240575,548.0330722215929,555.0852504728198,661.154269719093,514.7764220004536
118090915.56421523,192515292.52234125,<function <lambda> at 0x7eed9a40f270>,24504262.05454699,<function <lambda> at 0x7eed9a40f1d0>,<function <lambda> at 0x7eed3efab3f0>,107510068.95979215,13472616.998939246,5318880.58273518,2834716.181976743,18627006.095908687,12939630.341485668,26523968.163581353,<function <lambda> at 0x7eed3efab490>,295292040.14528626,<function <lambda> at 0x7eed3efab530>,19508397.633733578,12333467.476886772,<function <lambda> at 0x7eed3efab5d0>,71199405.4698658,<function <lambda> at 0x7eed3efab670>,51800940.91457132,24535016.831244018,<function <lambda> at 0x7eed3efab710>,256743.7492752104,22428.395147295232,19378.228513529997,2.314434902599635,93.81670830178876,2418.9142269208505,2013.7831312625974,1443.2656941272066,2.8188240113897542,1.6163423677808815,6.840299905659829,19.646847941531153,466583730.1900101,76591067.75074928,523392.50093487266,4210.648727168856,881,39081.94340886843,<function <lambda> at 0x7eed3efab7b0>,5,45974759.58769848,23491980.72332412,5084619.074262204,3487062.3077364983,37894587.75479679,-61104006.35246405,-22400647.629168365,<function <lambda> at 0x7eed3efab850>,0.13260399074681106,5,220066.25478469176,6536934.069372226,10546776.253307043,17.697345509641718,1756434.793240962,18,18.295946908188697,-8.294782878628347,1401157.5728731388,1025774.1646563568,940999.9083993115,501159.3908814305,14001.001726667424,410205.1869416139,3830.289722798595,0,15.128535384064385,238.26241333993005,771.8097762699956,483.35430305889895,721.909573992304,918.8520512589097,537.3348248430777,236.92786151118227,335.0491709384824,751.8263884262533,962.9759423644857,288.8294299196087,939.0813048870201,719.5016550477659,273.2035060502325,417.73619451156264,383.8749534342776,375.79490228805724,797.5993494897886,565.3851600991959,901.5856262098628,381.87175223450043,108.80739023006558,695.5851743035441,826.89323382559
230132132.30530572,74294123.44269213,<function <lambda> at 0x7eed9a40f270>,29505433.301445752,<function <lambda> at 0x7eed9a40f1d0>,<function <lambda> at 0x7eed3efab3f0>,98493396.56026943,5985629.591425286,6647549.16896533,9565628.224887185,36355418.80930629,13944050.810096713,24026794.897555493,<function <lambda> at 0x7eed3efab490>,263629560.82207164,<function <lambda> at 0x7eed3efab530>,23037878.825761355,11026682.009814864,<function <lambda> at 0x7eed3efab5d0>,115735348.21701285,<function <lambda> at 0x7eed3efab670>,58761088.60529137,77085393.25073396,<function <lambda> at 0x7eed3efab710>,458269.91104751144,21215.97391922039,26765.142930360544,4.2513980471382755,97.69458439506845,2602.8166673378664,2465.200611185941,3249.3055951939155,2.7524316684683416,1.1940046708243999,13.288491668076748,19.319995353186034,346204962.3178,263578573.34350494,515970.77084402606,1975.6664661926281,432,51979.891379906556,<function <lambda> at 0x7eed3efab7b0>,8,95833326.38425371,33314863.685373146,5865498.9489225615,1010241.9299865764,65238338.96414663,-72261265.52437009,-4762185.7872708365,<function <lambda> at 0x7eed3efab850>,0.23339626945812697,3,388531.14800604206,8452389.57196827,13635867.398170784,16.57235085050889,686979.3619099334,9,14.315362198574752,19.354833940153725,1576054.7702199172,775329.6933766096,1426389.9847043988,4660808.596068162,82097.28550952674,383061.33153941727,8460.0740077829,8,19.681494744477078,851.0918822321445,898.2291931628301,331.6902516733856,810.6657734835125,400.59537410527236,444.1442022201196,693.6348407276481,778.5458214226891,449.68967336933974,831.5349724468753,409.0077367362732,271.88832191852464,442.1037462077789,408.9865037338344,760.2056245291603,471.8429748376137,577.657996066007,34.99884126398567,96.07597563835613,495.4715630653333,809.8764150385693,932.1300733011637,704.0996843974501,76.10105583336235
255470915.8757928,203751806.67479244,<function <lambda> at 0x7eed9a40f270>,29402099.74216839,<function <lambda> at 0x7eed9a40f1d0>,<function <lambda> at 0x7eed3efab3f0>,72731607.10774155,16632914.250425158,8863094.027677048,5496914.25765627,25754576.226166338,17011886.667212345,25081843.82299394,<function <lambda> at 0x7eed3efab490>,118681931.76456568,<function <lambda> at 0x7eed3efab530>,33216389.67190469,19907725.833495475,<function <lambda> at 0x7eed3efab5d0>,97228180.41629818,<function <lambda> at 0x7eed3efab670>,93338517.72530001,37837447.418440014,<function <lambda> at 0x7eed3efab710>,181726.5533595881,11882.205336296505,16746.350238761443,4.166019521194952,71.17456356271755,1460.5847135808044,1969.3142481392244,2537.7863708643017,2.1759535903665057,2.365735380253266,3.855924450531423,17.00206374128114,186276476.4099445,220280318.73182046,301759.99622010556,1633.7345607784846,1090,72311.08302650801,<function <lambda> at 0x7eed3efab7b0>,4,67789921.1522969,36469081.45198867,8646401.574842123,3742773.3079867177,94198955.6551145,-51892325.774774805,-1143503.5149417892,<function <lambda> at 0x7eed3efab850>,0.4533706056041573,6,865727.2371067937,2417504.9326822343,7108359.94488759,15.094011101469317,-1701016.385454738,17,11.149035243202693,7.653006692492745,1523796.200696785,577874.7753851616,2379633.4868248166,1872680.7622552055,99618.378970295,138617.38281107362,6430.75820625055,0,3.2398748864758335,557.2190449300439,333.7148484757929,181.49762827084115,411.8974783621112,192.34315647502143,634.4399411683523,975.1019011002004,855.41615463118,612.8553615653188,463.5522233026858,523.974202685714,509.7768447035125,655.2324845763441,699.2427352454739,174.83691546621117,868.850751801164,438.65868440710364,700.6578288878541,834.4499573477631,941.4256718178797,584.469931644613,452.3141747634776,682.6985047758368,348.49534824600295
208539612.70955837,297513462.5260658,<function <lambda> at 0x7eed9a40f270>,71936824.16928509,<function <lambda> at 0x7eed9a40f1d0>,<function <lambda> at 0x7eed3efab3f0>,148381829.85515755,11799332.521220414,9856751.222793655,12368268.308283446,36049319.08165968,15313588.553929955,22435560.428983573,<function <lambda> at 0x7eed3efab490>,253750794.63109952,<function <lambda> at 0x7eed3efab530>,28057702.93045395,18204721.432233907,<function <lambda> at 0x7eed3efab5d0>,138015673.7921485,<function <lambda> at 0x7eed3efab670>,64123937.19885133,25524019.164948527,<function <lambda> at 0x7eed3efab710>,303122.0255835117,8905.16421716555,16531.891115643237,3.2532395904644966,67.99210513886015,4533.094405704895,2366.6796977302256,2854.6641396170876,2.5781900646758125,2.345290279207144,12.570504532890562,8.624883812287777,158034124.36161506,240945065.13981152,266649.92993526254,4265.533818832532,948,76223.86317192731,<function <lambda> at 0x7eed3efab7b0>,5,36833532.064890005,37000481.76568787,5321214.456745358,2751373.2035953165,89348092.21649247,-44101635.45823887,-7421290.982700143,<function <lambda> at 0x7eed3efab850>,0.5171208881133305,0,724422.340269315,6348985.605339362,14502912.218491094,19.65380562740724,-157260.10607146495,6,14.578037541389978,6.708562749925257,1436827.5563393997,1419876.2862342193,4771729.758116504,403896.0693717181,33624.67121886433,130202.14401313016,4502.107086535272,8,5.143777626342154,206.84103814356126,992.0384737785946,244.45221025666208,746.419232844105,270.7227581959834,827.6794072035404,962.2780601524632,435.6064974809659,688.2846703680079,737.4894844599194,134.8748464080477,175.45497019694102,340.31740429819143,638.723408817006,338.5859719415736,414.8479698098231,17.34592685371794,22.92157314963694,752.518660570362,891.868204381326,390.56210242703173,734.447277798688,392.8077169525388,822.6561227103854
431495003.6607717,85021003.809131,<function <lambda> at 0x7eed9a40f270>,79683590.34123386,<function <lambda> at 0x7eed9a40f1d0>,<function <lambda> at 0x7eed3efab3f0>,102692978.32282646,12865854.0399137,7914460.724780664,6034705.466006459,14263721.21231963,23387839.464288346,11903432.92833355,<function <lambda> at 0x7eed3efab490>,341921085.16985184,<function <lambda> at 0x7eed3efab530>,36775698.69864538,14351089.372391602,<function <lambda> at 0x7eed3efab5d0>,71574067.91764541,<function <lambda> at 0x7eed3efab670>,97522958.52876478,55942675.22902289,<function <lambda> at 0x7eed3efab710>,267708.6644664088,20898.508170667774,5256.075245574553,2.180560753097174,89.08380782660555,2659.302622085408,3988.189449915305,2367.0543499023784,0.9518812612050249,1.504743639944191,8.807641676596338,6.0205597113750455,412626349.7532328,72462836.3376824,345964.01201956463,1763.8061336135397,1637,63071.61112723243,<function <lambda> at 0x7eed3efab7b0>,4,21381782.086321406,7338474.415903112,4358866.321946142,4523447.912477717,86223060.24659473,-78141763.79464939,-8208652.577026498,<function <lambda> at 0x7eed3efab850>,0.7636104796141586,4,403811.00524749927,6342494.900017729,7405218.806899379,18.53040922478975,1563296.5260425103,8,9.770835631678565,9.673888396991597,2813823.304117237,1562022.2358996153,1236756.859088714,1936455.8683766497,38780.48337348379,483237.84975241416,6018.781540088427,0,1.2949758677361016,623.5078099562221,102.8328160641574,832.8490415914425,404.0299503284599,854.000823496369,427.6929091162046,234.92919302914328,378.17181445293124,512.7364702852252,128.135040250524,25.982293725780316,806.2096551724331,322.55923663326837,532.2348476766979,224.17227674690176,534.659566749085,993.9977334136712,862.3052365766706,460.50915990817873,576.459856459234,109.59787033512703,501.02057201562513,394.8536744036784,648.4239317715787
